Principal|Nivel|Artículo|Descripción|Tipo|Estado|Planeador|Sec Artículo|Sec Op|UDM|Cantidad Unitaria|Cantidad Extendida|Tipo Suministro|Subinventario|Localizador|Tipo Costo|Costo Materiales|Costo Recurso|Gsto Grl|Costo Unitario|Costo Extendido|Accesorio S/N|Fecha inactivo|Alterno|Component_Yiel|Categoria Producto
22000011004|1|25010406|PARTE-PERFIL FLOTANTE DE 600 A 180º EN ALUMINIO VETRO VTAC020000|AI|Active||10|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000011004|2|22005538|ALUMINIO REMATE SUPERIOR FLOTANTE DE 6000 VETRO MPR-030-234|MP|Active||10|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000011009|0|22000011009|KIT UNION FLOTANTE 90 GRADOS VETRO VTAC160000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000011009|1|25010402|ARMADA-UNION A 90º KIT UNION FLOTANTE A 90º VETRO VTAC161000|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000011009|2|25010404|PARTE-PERFIL UNION A 180º KIT UNION FLOTANTE A 180º VETRO VTAC151010|AI|Active||10|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000011009|3|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.299806848|.299806848|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000011009|1|22000159|TORNILLO AUTOPERFORANTE CABEZA EXTRAPLANA 8 X 1/2 REF:234 ZINCADO NEGRO|MP|Active||20|10|und|10|10|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000011009|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||30|10|kg|.008|.008|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000011009|1|22000263|TORNILLO LAMINA AUTOPERFORANTE CABEZA PLANA 8 X  3/4 ZINCADO|MP|Active||40|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000011980|0|22000011980|PERFIL LLEGADA PISO VETRO VTAC010001|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000011980|1|22011791|VETRO PERFIL PLASTICO COEXTRUIDO ANCLAJE A PISO PLASTIC FLOOR/CEILING TRACK PART# SI3302P0201 MPR060055|MP|Active||10|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|0|22000012320|PANTALLA BISEL VIDRIO TEMPLADO TRANSPARENTE 38X60CM ACCESORIO CRITTERIUM CRAC830000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000012320|1|22005396|VIDRIO TRANSPARENTE TEMPLADO DE 6MM|MP|Active||10|10|m2|.2163|.2163|Proceso Tirar Operación|CARPINT|VID.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|1|25012126|ARMADA-BISEL SUPERIOR DE 60CM PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791000|AI|Active||20|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|2|25012117|PARTE-CUERPO BISEL SUPERIOR DE 60CM PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.67701837|.67701837|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|2|25012123|PARTE-REFUERZO BISEL SUPERIOR PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791020|AI|Active||20|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|3|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.11220044|.11220044|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|2|25012124|PARTE-GUIA BISEL SUPERIOR PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791030|AI|Active||30|10|und|2|2|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|3|22008319|LAMINA PLANA HR 4X8  ESPESOR 2.5MM|MP|Active||10|10|kg|.03330241|.03330241|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|2|25018074|PARTE-SOPORTE PIN BISEL SUPERIOR MARCO PANEL CRITTERIUM CRMA013012|AI|Active||40|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|3|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.04248399|.04248399|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|1|22009379|PRENSA MOVIL PANTALLAS MPL  MPR030217|MP|Active||30|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|1|22015589|CINTA DOBLE FAZ FILMICA ML TESA 4965 TRANSPARENTE DE 19MM DE ANCHO Y 50 METROS DE LARGO|MP|Active||40|10|m|.16|.16|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|1|22000656|PIN INSEPARABLE SIS8 MPR050056|MP|Active||50|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|1|22007761|TORNILLO CABEZA EXTRAPLANA 8 X  9/16 ZINCADO|MP|Active||60|10|und|8|8|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|1|22000190|TORNILLO CABEZA PLANA RANURADO M6 X 16 ZINCADO|MP|Active||70|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012320|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||80|10|kg|.012|.012|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|0|22000012322|PANTALLA BISEL VIDRIO TEMPLADO TRANSPARENTE 38X90CM CRITTERIUM CRAC830000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000012322|1|22005396|VIDRIO TRANSPARENTE TEMPLADO DE 6MM|MP|Active||10|10|m2|.33269|.33269|Proceso Tirar Operación|CARPINT|VID.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|1|25012128|ARMADA-BISEL SUPERIOR DE 90CM PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791000|AI|Active||20|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|2|25012119|PARTE-CUERPO BISEL SUPERIOR DE 90CM PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|1.02963211|1.02963211|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|2|25012123|PARTE-REFUERZO BISEL SUPERIOR PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791020|AI|Active||20|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|3|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.11220044|.11220044|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|2|25012124|PARTE-GUIA BISEL SUPERIOR PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791030|AI|Active||30|10|und|2|2|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|3|22008319|LAMINA PLANA HR 4X8  ESPESOR 2.5MM|MP|Active||10|10|kg|.03330241|.03330241|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|2|25018074|PARTE-SOPORTE PIN BISEL SUPERIOR MARCO PANEL CRITTERIUM CRMA013012|AI|Active||40|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|3|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.04248399|.04248399|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|1|22009379|PRENSA MOVIL PANTALLAS MPL  MPR030217|MP|Active||30|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|1|22015589|CINTA DOBLE FAZ FILMICA ML TESA 4965 TRANSPARENTE DE 19MM DE ANCHO Y 50 METROS DE LARGO|MP|Active||40|10|m|.16|.16|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|1|22000656|PIN INSEPARABLE SIS8 MPR050056|MP|Active||50|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|1|22007761|TORNILLO CABEZA EXTRAPLANA 8 X  9/16 ZINCADO|MP|Active||60|10|und|8|8|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|1|22000190|TORNILLO CABEZA PLANA RANURADO M6 X 16 ZINCADO|MP|Active||70|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012322|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||80|10|kg|.019|.019|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|0|22000012324|PANTALLA BISEL VIDRIO TEMPLADO TRANSPARENTE 38X120CM ACCESORIO CRITTERIUM CRAC830000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000012324|1|22005396|VIDRIO TRANSPARENTE TEMPLADO DE 6MM|MP|Active||10|10|m2|.44908|.44908|Proceso Tirar Operación|CARPINT|VID.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|1|25012130|ARMADA-BISEL SUPERIOR DE 120CM PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791000|AI|Active||20|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|2|25012121|PARTE-CUERPO BISEL SUPERIOR DE 120CM PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|1.38224585|1.38224585|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|2|25012123|PARTE-REFUERZO BISEL SUPERIOR PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791020|AI|Active||20|10|und|3|3|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|3|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||10|10|kg|.11220044|.11220044|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|2|25012124|PARTE-GUIA BISEL SUPERIOR PANTALLAS A PANEL MULTIPLE CRITTERIUM CRAC791030|AI|Active||30|10|und|3|3|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|3|22008319|LAMINA PLANA HR 4X8  ESPESOR 2.5MM|MP|Active||10|10|kg|.03330241|.03330241|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|2|25018074|PARTE-SOPORTE PIN BISEL SUPERIOR MARCO PANEL CRITTERIUM CRMA013012|AI|Active||40|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|3|22006027|LAMINA PLANA 4X8 ESPESOR 1.20MM|MP|Active||10|10|kg|.04248399|.04248399|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|1|22009379|PRENSA MOVIL PANTALLAS MPL  MPR030217|MP|Active||30|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|1|22015589|CINTA DOBLE FAZ FILMICA ML TESA 4965 TRANSPARENTE DE 19MM DE ANCHO Y 50 METROS DE LARGO|MP|Active||40|10|m|.24|.24|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|1|22000656|PIN INSEPARABLE SIS8 MPR050056|MP|Active||50|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|1|22007761|TORNILLO CABEZA EXTRAPLANA 8 X  9/16 ZINCADO|MP|Active||60|10|und|12|12|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|1|22000190|TORNILLO CABEZA PLANA RANURADO M6 X 16 ZINCADO|MP|Active||70|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000012324|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||80|10|kg|.025|.025|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|0|22000014319|KIT UNION A 180 GRADOS DE 90CM LINK CRITTERIUM 8 CRAC070100|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000014319|1|25019373|ARMADA-PUNTERA UNION ENTREBISELES A 180 GRADOS MULTIPLE-CRITTERIUM8 MPR030237|AI|Active||10|10|und|1|1|Proceso Tirar Operación|SOLDADURA|SOL.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|2|25113566|PARTE-CUERPO INTERNO PUNTERA A 180 GRADOS MULTIPLE CRITTERIUM MPR030237|AI|Active||10|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.04|.04|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|2|25113567|PARTE-CUERPO EXTERNO PUNTERA A 180 GRADOS MULTIPLE CRITTERIUM MPR030237|AI|Active||20|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|3|22006037|LAMINA PLANA 4X8 ESPESOR 0.9MM|MP|Active||10|10|kg|.02|.02|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|1|22000150|TUERCA  HEXAGONAL 5/16 ZINCADA|MP|Active||12|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|1|25023468|PARTE-TAPA LUZ KIT UNION A 180 GRADOS CRIT-8 CRAC070101|AI|Active||20|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|2|22006061|LAMINA PLANA 4X8 ESPESOR 0.75MM|MP|Active||10|10|kg|.03564465|.03564465|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|1|22002313|TORNILLO CABEZA HEXAGONAL 5/16 X 1 1/2 ZINCADO ROSCA TOTAL|MP|Active||35|10|und|2|2|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000014319|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||40|10|kg|.01|.01|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017631|0|22000017631|KIT SUPERIOR 180 GRADOS 600CM VETRO PERFIL NACIONAL VTAC210000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000017631|1|25018504|PARTE-KIT SUPERIOR A 180° 600 CM VETRO PERFIL NACIONAL VTAC110010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017631|2|22007530|PERFIL EN ALUMINIO LLEGADA A TECHO VIDRIO 10MM REF:MEP021 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030256|MP|Active||10|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017631|1|25018503|PARTE-COMPLEMENTO PERFIL SUPERIOR KIT SUPERIOR A 180° 600 CM VETRO PERFIL NACIONAL VTAC110020|AI|Active||20|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017631|2|22007531|TAPA PERFIL ALUMINIO LLEGADA A TECHO VIDRIO 10MM REF:MEP022 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030257|MP|Active||10|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017631|1|22006502|VETRO PERFIL PLASTICO CIERRE ZOCALO PARA VIDRIO 10MM RUBBER FOR TH.10/12 GLASS AND DOOR MODULE PA MPR060059|MP|Active||30|10|m|12|12|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017631|1|22000165|TORNILLO CABEZA AVELLANADA 8 X 1/2 ZINCADO|MP|Active||40|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017631|1|22000193|CHAZO PLASTICO 5/16 X 1 1/2 SIN TORNILLO REF: PS-1612S|MP|Active||50|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017631|1|22000176|TORNILLO CABEZA CILINDRICA RANURADO 2 1/2 X 12 ZINCADO|MP|Active||60|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017632|0|22000017632|KIT ZOCALO 180 GRADOS 600CM VETRO PERFIL NACIONAL VTAC220000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000017632|1|25018502|PARTE-KIT ZOCALO A 180° 600 CM VETRO PERFIL NACIONAL VTAC220010|AI|Active||10|10|und|2|2|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017632|2|22007529|TAPA PERFIL ALUMINIO ZOCALO INFERIOR REF:MEP020 VETRO DE  6000MM ACABADO ANODIZADO NATURAL MPR030255|MP|Active||10|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017632|1|22006502|VETRO PERFIL PLASTICO CIERRE ZOCALO PARA VIDRIO 10MM RUBBER FOR TH.10/12 GLASS AND DOOR MODULE PA MPR060059|MP|Active||20|10|m|12|12|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|0|22000017676|KIT LLEGADA A PARED VIDRIO 10MM 318CM VTAC230000|AI|Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000017676|1|25011416|PARTE-ESCUADRA ANCLAJE VETRO VTAC060030|AI|Active||10|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|2|22008319|LAMINA PLANA HR 4X8  ESPESOR 2.5MM|MP|Active||10|10|kg|.10977776|.10977776|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|1|22000193|CHAZO PLASTICO 5/16 X 1 1/2 SIN TORNILLO REF: PS-1612S|MP|Active||20|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|1|22000176|TORNILLO CABEZA CILINDRICA RANURADO 2 1/2 X 12 ZINCADO|MP|Active||30|10|und|6|6|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|1|22006502|VETRO PERFIL PLASTICO CIERRE ZOCALO PARA VIDRIO 10MM RUBBER FOR TH.10/12 GLASS AND DOOR MODULE PA MPR060059|MP|Active||40|10|m|6.36|6.36|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|1|22011791|VETRO PERFIL PLASTICO COEXTRUIDO ANCLAJE A PISO PLASTIC FLOOR/CEILING TRACK PART# SI3302P0201 MPR060055|MP|Active||50|10|und|1|1|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|1|25018532|PARTE-VETRO PERFIL NACIONAL KIT LLEGADA A PARED H MENOR=318CM VTAC230010|AI|Active||60|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|2|22007532|PERFIL LLEGADA A PARED REF:MEP024 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030258|MP|Active||10|10|und|.601875|.601875|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|1|22008555|GENERICO PINTURA EN POLVO MUEBLES|MP|Active||70|10|kg|.06|.06|Proceso Tirar Operación|MP_WIP|PI.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|1|25010082|PARTE-COMPLEMENTO KIT LLEGADA A PARED VETRO VTAC060020|AI|Active||80|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017676|2|22008721|LAMINA PLANA ACEITADA Y DECAPADA 4X8 ESPESOR 4MM A-36|MP|Active||10|10|kg|.03876291|.03876291|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|0|22000017680|MARCO PUERTA SENCILLA SIN DUCTO BAJANTE DE 318CM VETRO VTMP030000||Active|||und|1|1|||...|CSTLPRECIO|0|0|0|0|0|||||
22000017680|1|25018538|PARTE-PARAL IZQUIERDO MARCO PUERTA DE 318CM VETRO PERFIL NACIONAL VTMP030010|AI|Active||10|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|2|22007533|PERFIL MARCO PUERTA REF: MEP023 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030259|MP|Active||10|10|und|.601875|.601875|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|1|25037340|PARTE-PARAL DERECHO MARCO PUERTA DE 318CM VETRO PERFIL NACIONAL VTMP030010|AI|Active||20|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|2|22007533|PERFIL MARCO PUERTA REF: MEP023 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030259|MP|Active||10|10|und|.601875|.601875|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|1|25018539|PARTE-TRAVESAÑO MARCO PUERTA SENCILLA DE 827MM VETRO PERFIL NACIONAL VTMP030020|AI|Active||30|10|und|1|1|Proceso Tirar Operación|ALUMINIOS|ALU.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|2|22007533|PERFIL MARCO PUERTA REF: MEP023 VETRO DE 6000MM ACABADO ANODIZADO NATURAL MPR030259|MP|Active||10|10|und|.1498|.1498|Proceso Tirar Operación|ALUMINIOS|MPA.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|1|25009476|PARTE-REFUERZO HORIZONTAL MARCO PUERTA DE 827MM VETRO VTMP010040|AI|Active||40|10|und|1|1|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|2|22008932|LAMINA PLANA CR 4X8  ESPESOR 1.50MM|MP|Active||10|10|kg|.70437575|.70437575|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|1|25014226|PARTE-PLATINA DE FIJACION MARCO PUERTA VETRO VTMP010060|AI|Active||50|10|und|2|2|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|2|22008722|LAMINA PLANA CR 4X8 ESPESOR 1.90MM|MP|Active||20|10|kg|.063436404|.063436404|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|1|25011416|PARTE-ESCUADRA ANCLAJE VETRO VTAC060030|AI|Active||60|10|und|4|4|Proceso Tirar Operación|DOBLADORAS|DOB.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|2|22008319|LAMINA PLANA HR 4X8  ESPESOR 2.5MM|MP|Active||10|10|kg|.10977776|.10977776|Proceso Tirar Operación|CORTYPUNZ|CYP.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
22000017680|1|22000193|CHAZO PLASTICO 5/16 X 1 1/2 SIN TORNILLO REF: PS-1612S|MP|Active||70|10|und|4|4|Proceso Tirar Operación|MP_WIP|EN.1.1.1|CSTLPRECIO|0|0|0|0|0||||1|
